t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0922_MR_Axial_PD_T2_FSE__br_raw_20070430133736000_1_S31134_I52241.nii.gzConfidences: 20.79,  1.50, 77.71
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_2233_MR_MPRAGE_br_raw_20130110130941998_126_S179865_I354599.nii.gzConfidences: 82.50, 10.44,  7.06
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_123_S_2363_MR_MPRAGE_br_raw_20110803200812984_22_S117345_I248569.nii.gzConfidences: 68.89, 29.70,  1.41
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_0989_MR_Axial_PD_T2_FSE__br_raw_20120629123030418_91_S155985_I313446.nii.gzConfidences:  8.65,  0.30, 91.05
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_109_S_4455_MR_AXIAL_T2-FSE_WITH_FAT_SAT__br_raw_20130429153812622_18_S188289_I369240.nii.gzConfidences:  5.13, 85.95,  8.92
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0906_MR_Axial_PD_T2_FSE__br_raw_20091002155933835_51_S74385_I155982.nii.gzConfidences: 17.26,  0.22, 82.52
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_007_S_0128_MR_Axial_PD_T2_FSE__br_raw_20070822165011777_29_S38124_I69890.nii.gzConfidences: 10.57,  0.54, 88.90
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0289_MR_Axial_PD_T2_FSE__br_raw_20060928134907462_1_S19470_I25302.nii.gzConfidences: 13.21,  0.28, 86.51
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4590_MR_MPRAGE_br_raw_20120316145852808_106_S144046_I290642.nii.gzConfidences: 88.82,  1.77,  9.41
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_126_S_4514_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130221154019522_5_S182873_I360948.nii.gzConfidences:  5.18, 89.98,  4.83
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_126_S_5214_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130909083950996_16_S199718_I388175.nii.gzConfidences:  2.04, 96.65,  1.32
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_116_S_0890_MR_FSE_PD_T2__br_raw_20070123084511343_3_S25385_I37184.nii.gzConfidences:  1.24,  0.02, 98.75
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0874_MR_Axial_PD_T2_FSE__br_raw_20071120074608992_1_S42870_I82812.nii.gzConfidences: 16.84,  2.25, 80.91
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0300_MR_Axial_PD_T2_FSE__br_raw_20060510100051882_1_S14135_I14814.nii.gzConfidences:  4.84,  0.03, 95.13
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_130_S_4997_MR_MPRAGE_br_raw_20121120141641968_22_S175145_I347410.nii.gzConfidences: 78.84, 16.98,  4.19
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_003_S_1057_MR_MPRAGE_br_raw_20100217150708453_60_S80181_I166383.nii.gzConfidences: 82.97, 14.14,  2.90
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_062_S_1091_MR_MPRAGE_br_raw_20061128145742768_98_S23031_I30717.nii.gzConfidences: 90.99,  2.69,  6.31
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_002_S_1155_MR_Axial_PD_T2_FSE__br_raw_20061215204831138_1_S24143_I33392.nii.gzConfidences:  5.28,  0.08, 94.64
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_0671_MR_Axial_PD_T2_FSE__br_raw_20110627165942859_35_S112714_I241988.nii.gzConfidences: 14.66,  0.92, 84.43
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0733_MR_Axial_PD_T2_FSE__br_raw_20070216092210125_1_S26586_I40523.nii.gzConfidences: 12.33,  0.32, 87.34
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4194_MR_MPRAGE_br_raw_20111202161409273_94_S131659_I269697.nii.gzConfidences: 91.11,  3.99,  4.91
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_1279_MR_Axial_PD_T2_FSE__br_raw_20070913161207774_1_S39262_I73136.nii.gzConfidences: 11.87,  0.78, 87.35
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_019_S_5019_MR_MPRAGE_br_raw_20130212132253164_128_S182045_I358814.nii.gzConfidences: 78.97, 16.72,  4.31
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_5095_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130917151501472_12_S201200_I390656.nii.gzConfidences:  8.92, 81.68,  9.40
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_067_S_1185_MR_MPRAGE_br_raw_20070727145830619_72_S36449_I62464.nii.gzConfidences: 82.49, 16.13,  1.38
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_041_S_0679_MR_MPRAGE_br_raw_20070209155420484_98_S26256_I39044.nii.gzConfidences: 91.63,  1.11,  7.26
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_018_S_2133_MR_MPRAGE_br_raw_20110824142729921_126_S120223_I252599.nii.gzConfidences: 87.39,  5.80,  6.81
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_4604_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20140326104748945_5_S214728_I417733.nii.gzConfidences:  2.95, 93.90,  3.15
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_4926_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130314172909814_8_S184486_I363350.nii.gzConfidences:  8.40, 76.40, 15.20
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_073_S_1207_MR_MPRAGE_br_raw_20070220153112593_98_S26777_I41074.nii.gzConfidences: 89.96,  4.43,  5.61
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_067_S_1253_MR_MPRAGE_br_raw_20070306140415638_98_S27559_I42887.nii.gzConfidences: 76.19, 21.53,  2.28
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0669_MR_Axial_PD_T2_FSE__br_raw_20070226123125878_1_S27109_I41613.nii.gzConfidences:  0.40,  0.00, 99.60
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_053_S_1044_MR_Axial_PD_T2_FSE__br_raw_20071122091816546_1_S42958_I82983.nii.gzConfidences:  5.04,  0.01, 94.95
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_010_S_0422_MR_MPRAGE_br_raw_20070405102809443_76_S29318_I48187.nii.gzConfidences: 94.18,  2.68,  3.14
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_037_S_4432_MR_MPRAGE_br_raw_20140319150323627_29_S214364_I417158.nii.gzConfidences: 95.19,  0.62,  4.19
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_099_S_0551_MR_MPRAGE_br_raw_20060518091159500_98_S14644_I15575.nii.gzConfidences: 89.47,  7.40,  3.14
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_041_S_4989_MR_MPRAGE_br_raw_20141112084239671_1_S236494_I453212.nii.gzConfidences: 64.81, 32.89,  2.30
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_1027_MR_Axial_PD_T2_FSE__br_raw_20061027105638952_1_S21206_I27722.nii.gzConfidences: 27.38,  0.36, 72.25
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_130_S_4468_MR_MPRAGE_br_raw_20120202122146646_16_S139435_I282292.nii.gzConfidences: 71.42, 19.32,  9.26
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0449_MR_Axial_PD_T2_FSE__br_raw_20080721142946247_7_S53701_I113634.nii.gzConfidences: 18.33,  1.03, 80.64
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_098_S_0269_MR_Axial_PD_T2_FSE__br_raw_20090407172942754_1_S65764_I140916.nii.gzConfidences:  6.88,  0.03, 93.09
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_006_S_4960_MR_MPRAGE_br_raw_20121009153309571_118_S170218_I339124.nii.gzConfidences: 93.44,  0.71,  5.85
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_1417_MR_Axial_STRAIGHT_PD_T2_FSE_br_raw_20100915132630274_19_S92132_I192830.nii.gzConfidences:  7.26,  0.19, 92.56
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_016_S_4952_MR_Axial_T2-FSE_with_FAT_SAT__br_raw_20131114101124945_25_S206034_I398286.nii.gzConfidences:  7.42, 86.46,  6.12
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_067_S_4072_MR_MPRAGE_br_raw_20120713115342682_118_S157550_I316253.nii.gzConfidences: 60.28, 38.00,  1.72
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0285_MR_Axial_PD_T2_FSE__br_raw_20060325153751305_1_S12460_I12422.nii.gzConfidences: 18.28,  0.20, 81.52
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0273_MR_Axial_PD_T2_FSE__br_20060314125959847_1_S12167_I11939.nii.gzConfidences:  0.35,  0.00, 99.65
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0300_MR_Axial_PD_T2_FSE__br_raw_20061116163848262_1_S22630_I29958.nii.gzConfidences:  4.08,  0.03, 95.89
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0273_MR_Axial_PD_T2_FSE__br_raw_20070529145812869_73_S32732_I55393.nii.gzConfidences:  0.31,  0.00, 99.69
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_041_S_0679_MR_MPRAGE_br_raw_20080201090027105_98_S45243_I89201.nii.gzConfidences: 91.63,  1.31,  7.06
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_116_S_0834_MR_FSE_PD_T2__br_raw_20071128142850343_1_S43076_I83608.nii.gzConfidences:  2.52,  0.02, 97.46
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_072_S_2093_MR_MPRAGE_br_raw_20110107162008642_106_S97274_I209965.nii.gzConfidences: 67.61, 30.63,  1.76
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_2234_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20161215112834533_14_S520563_I801181.nii.gzConfidences:  2.20, 96.77,  1.03
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_003_S_1057_MR_MPRAGE_br_raw_20080225152023802_98_S46176_I92523.nii.gzConfidences: 91.18,  3.57,  5.26
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4029_MR_MPRAGE_br_raw_20110808152211332_52_S117872_I249331.nii.gzConfidences: 88.57,  3.63,  7.80
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_123_S_2363_MR_MPRAGE_br_raw_20110422154315603_52_S104979_I228730.nii.gzConfidences: 82.15, 16.17,  1.68
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_2234_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130125162829119_31_S181009_I356308.nii.gzConfidences: 16.46, 63.73, 19.80
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_098_S_0667_MR_Axial_PD_T2_FSE__br_raw_20060629100042451_1_S15978_I17700.nii.gzConfidences:  7.39,  0.13, 92.48
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0366_MR_Axial_PD_T2_FSE__br_raw_20060510153758470_1_S14202_I14919.nii.gzConfidences:  4.28,  0.06, 95.67
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_5093_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130227194106354_38_S183308_I361516.nii.gzConfidences:  2.38, 95.40,  2.22
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_131_S_0691_MR_Axial_PD_T2_FSE__br_raw_20070209130133542_1_S26206_I38874.nii.gzConfidences:  4.12,  0.02, 95.86
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0449_MR_Axial_PD_T2_FSE__br_raw_20070227175058415_3_S27199_I41757.nii.gzConfidences: 22.13,  1.14, 76.73
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_130_S_4982_MR_MPRAGE_br_raw_20131025160825614_168_S204906_I395985.nii.gzConfidences: 86.97, 10.33,  2.70
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_4926_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20141025161337195_30_S234677_I449522.nii.gzConfidences:  8.77, 76.57, 14.66
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_2234_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20131218133157622_24_S208448_I402108.nii.gzConfidences: 11.46, 76.78, 11.76
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_012_S_4094_MR_MPRAGE_br_raw_20120125140342562_1_S138470_I280647.nii.gzConfidences: 57.12, 40.09,  2.80
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_002_S_1155_MR_Axial_PD_T2_FSE__br_raw_20070621144102363_77_S33919_I57546.nii.gzConfidences:  8.19,  0.20, 91.61
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0513_MR_Axial_PD_T2_FSE__br_raw_20071129163358372_1_S43163_I83761.nii.gzConfidences:  7.17,  0.02, 92.81
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_5110_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130320162515568_28_S184802_I363816.nii.gzConfidences: 10.36, 72.34, 17.30
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0994_MR_Axial_PD_T2_FSE__br_raw_20080603150951287_1_S50931_I108204.nii.gzConfidences:  3.25,  0.07, 96.68
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_941_S_4187_MR_MPRAGE_br_raw_20120229162202283_139_S142109_I287138.nii.gzConfidences: 53.51, 45.63,  0.86
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_029_S_4384_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20140424123734158_4_S216979_I421570.nii.gzConfidences: 13.15, 65.44, 21.41
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0669_MR_Axial_PD_T2_FSE__br_raw_20080219084607303_111_S45815_I90703.nii.gzConfidences:  0.67,  0.00, 99.33
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_5118_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20150521115836635_38_S260801_I493940.nii.gzConfidences:  4.34, 92.14,  3.52
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_016_S_1121_MR_MPRAGE_br_raw_20071217104051361_98_S43926_I85146.nii.gzConfidences: 93.01,  4.01,  2.99
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_4992_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130425160742734_18_S188016_I368811.nii.gzConfidences:  6.04, 90.57,  3.39
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_029_S_4385_MR_Axial_T2-FSE_with_Fat_Sat__br_raw_20130307162131526_13_S183926_I362371.nii.gzConfidences:  8.89, 82.36,  8.74
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_035_S_4085_MR_MPRAGE_br_raw_20110707140147805_134_S113977_I243803.nii.gzConfidences: 52.98, 45.85,  1.17
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_114_S_0410_MR_MPRAGE_br_raw_20061130160926018_98_S23195_I31047.nii.gzConfidences: 81.58, 13.18,  5.25
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_4926_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20151119132154730_6_S311436_I557430.nii.gzConfidences: 10.63, 77.11, 12.26
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_053_S_1044_MR_Axial_PD_T2_FSE__br_raw_20081211111657921_1_S60771_I130080.nii.gzConfidences:  5.96,  0.06, 93.98
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0579_MR_Axial_PD_T2_FSE__br_raw_20080121155143019_1_S44766_I87954.nii.gzConfidences: 10.98,  0.25, 88.77
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_072_S_2093_MR_MPRAGE_br_raw_20110415144208201_154_S104401_I227865.nii.gzConfidences: 67.20, 30.76,  2.04
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_5058_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20140113160928087_25_S210078_I404586.nii.gzConfidences:  9.86, 71.60, 18.54
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_126_S_4896_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20151027140830883_5_S292186_I534883.nii.gzConfidences: 15.65, 43.14, 41.21
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_067_S_2304_MR_MPRAGE_br_raw_20120301151926068_157_S142256_I287405.nii.gzConfidences: 51.40, 47.37,  1.23
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_072_S_2093_MR_MPRAGE_br_raw_20150506122317073_76_S257717_I489730.nii.gzConfidences: 60.56, 38.08,  1.36
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_016_S_0769_MR_MPRAGE_br_raw_20080305100549125_97_S46621_I95313.nii.gzConfidences: 90.65,  4.39,  4.96
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_0989_MR_Axial_PD_T2_FSE__br_raw_20061114142638656_1_S22475_I29524.nii.gzConfidences:  7.33,  0.21, 92.46
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_002_S_1155_MR_MPRAGE_br_raw_20121227104653698_45_S178671_I352951.nii.gzConfidences: 83.40, 10.59,  6.02
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_035_S_2074_MR_MPRAGE_br_raw_20110621115348005_18_S112173_I241086.nii.gzConfidences: 50.36, 48.92,  0.73
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_010_S_0422_MR_MPRAGE_br_raw_20061130151614534_49_S23188_I31018.nii.gzConfidences: 93.76,  3.51,  2.73
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_4944_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130419133353352_15_S187417_I367977.nii.gzConfidences:  6.18, 81.70, 12.12
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_002_S_2010_MR_MPRAGE_br_raw_20110122171028174_96_S98069_I213880.nii.gzConfidences: 67.58, 27.99,  4.43
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_013_S_2389_MR_MPRAGE_br_raw_20110624150420867_166_S112355_I241411.nii.gzConfidences: 75.17, 21.55,  3.29
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_006_S_0521_MR_Axial_PD_T2_FSE__br_raw_20060627144055906_1_S15874_I17533.nii.gzConfidences: 15.12,  1.29, 83.59
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_099_S_4463_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20140509090421475_24_S218238_I424254.nii.gzConfidences:  6.95, 75.91, 17.14
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_5110_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130703125427252_25_S193579_I378423.nii.gzConfidences:  9.65, 78.03, 12.31
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_130_S_4817_MR_MPRAGE_br_raw_20150603131414841_84_S261963_I495752.nii.gzConfidences: 89.30,  4.98,  5.71
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_116_S_0834_MR_FSE_PD_T2__br_raw_20081017131439606_1_S57589_I122016.nii.gzConfidences:  1.08,  0.00, 98.92
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_109_S_4594_MR_AXIAL_T2-FSE_WITH_FAT_SAT__br_raw_20150506110819856_3_S257726_I489741.nii.gzConfidences:  8.89, 67.77, 23.34
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0994_MR_Axial_PD_T2_FSE__br_raw_20071207123603098_1_S43449_I84338.nii.gzConfidences:  2.99,  0.07, 96.93
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_1382_MR_Axial_PD_T2_FSE__br_raw_20080425135406486_1_S49317_I103997.nii.gzConfidences: 16.42,  0.11, 83.47
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_1385_MR_Axial_PD_T2_FSE__br_raw_20070921122715682_1_S39644_I74135.nii.gzConfidences: 15.33,  1.59, 83.08
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_013_S_4268_MR_MPRAGE_br_raw_20121126133540005_134_S175407_I347751.nii.gzConfidences: 92.41,  3.61,  3.98
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_098_S_0667_MR_Axial_PD_T2_FSE__br_raw_20080124175427472_1_S44890_I88497.nii.gzConfidences:  3.40,  0.02, 96.59
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_4966_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130109212242239_25_S179760_I354458.nii.gzConfidences: 13.26, 54.70, 32.03
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0443_MR_Axial_PD_T2_FSE__br_raw_20070301143224569_1_S27312_I42096.nii.gzConfidences:  1.48,  0.01, 98.52
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_005_S_0221_MR_Axial_PD_T2_FSE__br_raw_20070320145351422_1_S28458_I45702.nii.gzConfidences:  0.90,  0.00, 99.10
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_020_S_1288_MR_MPRAGE_br_raw_20080305203620531_98_S46664_I95385.nii.gzConfidences: 91.46,  3.92,  4.62
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_011_S_0022_MR_MPRAGE_br_raw_20061024105050974_1_S20819_I27231.nii.gzConfidences: 88.45,  8.16,  3.39
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_0485_MR_Axial_PD_T2_FSE__br_raw_20060510163043287_1_S14206_I14926.nii.gzConfidences:  7.09,  0.11, 92.80
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_098_S_0269_MR_Axial_PD_T2_FSE__br_raw_20070416162728640_1_S29777_I49265.nii.gzConfidences:  7.29,  0.03, 92.69
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_012_S_0689_MR_MPRAGE_br_raw_20070111081429250_1_S24939_I35973.nii.gzConfidences: 95.05,  1.57,  3.38
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_006_S_4960_MR_MPRAGE_br_raw_20130110143255350_50_S179857_I354588.nii.gzConfidences: 91.71,  0.31,  7.98
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_011_S_0856_MR_MPRAGE_br_raw_20080319090000007_1_S47262_I98960.nii.gzConfidences: 85.39, 12.64,  1.97
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_073_S_5016_MR_MPRAGE_br_raw_20121025143537810_122_S172362_I342679.nii.gzConfidences: 78.65, 18.65,  2.70
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_137_S_4623_MR_MPRAGE_br_raw_20120404113818340_130_S146005_I295426.nii.gzConfidences: 83.66, 13.34,  3.01
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_003_S_4555_MR_Axial_T2-FSE_WITH_Fat_Sat__br_raw_20140402140708342_25_S215286_I418565.nii.gzConfidences:  2.40, 96.41,  1.19
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4024_MR_MPRAGE_br_raw_20110425135648715_88_S105088_I228879.nii.gzConfidences: 58.34, 38.72,  2.94
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0107_MR_Axial_PD_T2_FSE__br_raw_20090603130958262_1_S68217_I145343.nii.gzConfidences: 16.88,  1.60, 81.52
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_005_S_0221_MR_Axial_PD_T2_FSE__br_raw_20061006154402262_1_S19844_I25941.nii.gzConfidences: 30.57,  1.90, 67.53
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_031_S_0321_MR_FSE_PD_T2__br_raw_20070420101801265_1_S30063_I49830.nii.gzConfidences:  2.64,  0.03, 97.34
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_141_S_1378_MR_MPRAGE_br_raw_20080428152640208_98_S49400_I104130.nii.gzConfidences: 85.87, 10.34,  3.79
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_036_S_4562_MR_MPRAGE_br_raw_20121010144434513_3_S170366_I339371.nii.gzConfidences: 74.31, 24.48,  1.21
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_126_S_4896_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20140902155209268_13_S229937_I442408.nii.gzConfidences:  3.92, 92.52,  3.56
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_4945_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20150107162139981_5_S244630_I467908.nii.gzConfidences:  3.80, 91.29,  4.91
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_1283_MR_Axial_PD_T2_FSE__br_raw_20080313154325368_1_S47017_I97384.nii.gzConfidences: 14.00,  0.44, 85.57
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0449_MR_Axial_PD_T2_FSE__br_raw_20140724182016099_49_S225860_I436757.nii.gzConfidences: 11.46,  0.24, 88.30
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0956_MR_Axial_PD_T2_FSE__br_raw_20070416160710725_1_S29746_I49214.nii.gzConfidences: 11.08,  0.05, 88.87
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_1054_MR_Axial_PD_T2_FSE__br_raw_20070606131233203_1_S33096_I56124.nii.gzConfidences: 28.14,  0.79, 71.07
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_2201_MR_Axial_T2-FSE_with_FAT_SAT__br_raw_20140204130816900_35_S211838_I412570.nii.gzConfidences:  6.69, 82.41, 10.90
